SchoolName,StudentGroup,GradeLevel,TestAdministration,TestSubject,Percent Consistent Grade Level Knowledge And Above
Laurelhurst,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,63.6%
Laurelhurst,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,45.5%
Laurelhurst,White,All Grades,SBAC,Math,61.5%
Laurelhurst,White,All Grades,SBAC,ELA,67.7%
Lawton,All Students,All Grades,SBAC,ELA,76.1%
Lawton,All Students,All Grades,SBAC,Math,71.1%
Lawton,English Language Learners,All Grades,SBAC,ELA,N<10
Lawton,English Language Learners,All Grades,SBAC,Math,N<10
Lawton,Non-English Language Learners,All Grades,SBAC,ELA,77.5%
Lawton,Non-English Language Learners,All Grades,SBAC,Math,74.2%
Lawton,Low-Income,All Grades,SBAC,Math,47.1%
Lawton,Low-Income,All Grades,SBAC,ELA,41.2%
Lawton,Non-Low Income,All Grades,SBAC,ELA,80.3%
Lawton,Non-Low Income,All Grades,SBAC,Math,73.9%
Lawton,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,61.5%
Lawton,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,69.2%
Lawton,White,All Grades,SBAC,ELA,78.1%
Lawton,White,All Grades,SBAC,Math,70.5%
Leschi,All Students,All Grades,SBAC,ELA,51.2%
Leschi,All Students,All Grades,SBAC,Math,42.4%
Leschi,English Language Learners,All Grades,SBAC,Math,<14%
Leschi,English Language Learners,All Grades,SBAC,ELA,38.1%
Leschi,Non-English Language Learners,All Grades,SBAC,Math,49.0%
Leschi,Non-English Language Learners,All Grades,SBAC,ELA,53.9%
Leschi,Low-Income,All Grades,SBAC,Math,18.8%
Leschi,Low-Income,All Grades,SBAC,ELA,33.3%
Leschi,Non-Low Income,All Grades,SBAC,Math,71.4%
Leschi,Non-Low Income,All Grades,SBAC,ELA,73.2%
Leschi,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,58.3%
Leschi,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,25.0%
Leschi,White,All Grades,SBAC,ELA,82.5%
Leschi,White,All Grades,SBAC,Math,87.5%
Lowell,All Students,All Grades,SBAC,Math,32.4%
Lowell,All Students,All Grades,SBAC,ELA,27.5%
Lowell,English Language Learners,All Grades,SBAC,ELA,20.0%
Lowell,English Language Learners,All Grades,SBAC,Math,35.9%
Lowell,Non-English Language Learners,All Grades,SBAC,ELA,30.8%
Lowell,Non-English Language Learners,All Grades,SBAC,Math,30.8%
Lowell,Low-Income,All Grades,SBAC,ELA,24.2%
Lowell,Low-Income,All Grades,SBAC,Math,26.4%
Lowell,Non-Low Income,All Grades,SBAC,ELA,38.5%
Lowell,Non-Low Income,All Grades,SBAC,Math,51.2%
Lowell,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,13.5%
Lowell,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,14.3%
Lowell,White,All Grades,SBAC,Math,53.3%
Lowell,White,All Grades,SBAC,ELA,56.7%
Loyal Heights,All Students,All Grades,SBAC,ELA,80.3%
Loyal Heights,All Students,All Grades,SBAC,Math,76.5%
Loyal Heights,English Language Learners,All Grades,SBAC,Math,N<10
Loyal Heights,English Language Learners,All Grades,SBAC,ELA,N<10
Loyal Heights,Non-English Language Learners,All Grades,SBAC,ELA,81.9%
Loyal Heights,Non-English Language Learners,All Grades,SBAC,Math,78.4%
Loyal Heights,Low-Income,All Grades,SBAC,ELA,40.0%
Loyal Heights,Low-Income,All Grades,SBAC,Math,32.0%
Loyal Heights,Non-Low Income,All Grades,SBAC,ELA,85.2%
Loyal Heights,Non-Low Income,All Grades,SBAC,Math,81.8%
Loyal Heights,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,72.2%
Loyal Heights,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,61.1%
Loyal Heights,White,All Grades,SBAC,ELA,81.7%
Loyal Heights,White,All Grades,SBAC,Math,78.3%
Magnolia,All Students,All Grades,SBAC,ELA,72.9%
Magnolia,All Students,All Grades,SBAC,Math,63.8%
Magnolia,English Language Learners,All Grades,SBAC,Math,33.3%
Magnolia,English Language Learners,All Grades,SBAC,ELA,25.0%
Magnolia,Non-English Language Learners,All Grades,SBAC,Math,66.7%
Magnolia,Non-English Language Learners,All Grades,SBAC,ELA,77.3%
Magnolia,Low-Income,All Grades,SBAC,Math,32.1%
Magnolia,Low-Income,All Grades,SBAC,ELA,40.7%
Magnolia,Non-Low Income,All Grades,SBAC,Math,71.7%
Magnolia,Non-Low Income,All Grades,SBAC,ELA,80.5%
Magnolia,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,50.0%
Magnolia,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,50.0%
Magnolia,White,All Grades,SBAC,ELA,81.9%
Magnolia,White,All Grades,SBAC,Math,71.4%
Maple,All Students,All Grades,SBAC,Math,65.0%
Maple,All Students,All Grades,SBAC,ELA,59.7%
Maple,English Language Learners,All Grades,SBAC,ELA,31.0%
Maple,English Language Learners,All Grades,SBAC,Math,44.7%
Maple,Non-English Language Learners,All Grades,SBAC,ELA,78.0%
Maple,Non-English Language Learners,All Grades,SBAC,Math,78.0%
Maple,Low-Income,All Grades,SBAC,ELA,50.0%
Maple,Low-Income,All Grades,SBAC,Math,57.8%
Maple,Non-Low Income,All Grades,SBAC,ELA,73.9%
Maple,Non-Low Income,All Grades,SBAC,Math,75.3%
Maple,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,35.1%
Maple,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,32.4%
Maple,White,All Grades,SBAC,ELA,81.0%
Maple,White,All Grades,SBAC,Math,78.6%
Martin Luther King Jr.,All Students,All Grades,SBAC,ELA,31.4%
Martin Luther King Jr.,All Students,All Grades,SBAC,Math,28.9%
Martin Luther King Jr.,English Language Learners,All Grades,SBAC,ELA,20.3%
Martin Luther King Jr.,English Language Learners,All Grades,SBAC,Math,17.0%
Martin Luther King Jr.,Non-English Language Learners,All Grades,SBAC,Math,40.3%
Martin Luther King Jr.,Non-English Language Learners,All Grades,SBAC,ELA,41.9%
Martin Luther King Jr.,Low-Income,All Grades,SBAC,ELA,27.3%
Martin Luther King Jr.,Low-Income,All Grades,SBAC,Math,25.0%
Martin Luther King Jr.,Non-Low Income,All Grades,SBAC,ELA,42.4%
Martin Luther King Jr.,Non-Low Income,All Grades,SBAC,Math,39.4%
Martin Luther King Jr.,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,<18%
Martin Luther King Jr.,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,<18%
Martin Luther King Jr.,White,All Grades,SBAC,ELA,N<10
Martin Luther King Jr.,White,All Grades,SBAC,Math,N<10
McDonald,All Students,All Grades,SBAC,ELA,84.0%
McDonald,All Students,All Grades,SBAC,Math,89.7%
McDonald,English Language Learners,All Grades,SBAC,Math,78.6%
McDonald,English Language Learners,All Grades,SBAC,ELA,50.0%
McDonald,Non-English Language Learners,All Grades,SBAC,ELA,88.4%
McDonald,Non-English Language Learners,All Grades,SBAC,Math,91.2%
McDonald,Low-Income,All Grades,SBAC,Math,60.0%
McDonald,Low-Income,All Grades,SBAC,ELA,66.7%
McDonald,Non-Low Income,All Grades,SBAC,Math,91.7%
McDonald,Non-Low Income,All Grades,SBAC,ELA,85.1%
McDonald,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,84.6%
McDonald,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,84.6%
McDonald,White,All Grades,SBAC,ELA,86.0%
McDonald,White,All Grades,SBAC,Math,90.4%
McGilvra,All Students,All Grades,SBAC,Math,74.8%
McGilvra,All Students,All Grades,SBAC,ELA,75.7%
McGilvra,English Language Learners,All Grades,SBAC,ELA,N<10
McGilvra,English Language Learners,All Grades,SBAC,Math,N<10
McGilvra,Non-English Language Learners,All Grades,SBAC,ELA,76.5%
McGilvra,Non-English Language Learners,All Grades,SBAC,Math,76.5%
McGilvra,Low-Income,All Grades,SBAC,ELA,36.4%
McGilvra,Low-Income,All Grades,SBAC,Math,27.3%
McGilvra,Non-Low Income,All Grades,SBAC,ELA,80.2%
McGilvra,Non-Low Income,All Grades,SBAC,Math,80.2%
McGilvra,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,61.5%
McGilvra,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,76.9%
McGilvra,White,All Grades,SBAC,ELA,78.5%
McGilvra,White,All Grades,SBAC,Math,76.9%
Montlake,All Students,All Grades,SBAC,ELA,81.0%
Montlake,All Students,All Grades,SBAC,Math,78.6%
Montlake,English Language Learners,All Grades,SBAC,ELA,N<10
Montlake,English Language Learners,All Grades,SBAC,Math,N<10
Montlake,Non-English Language Learners,All Grades,SBAC,Math,80.5%
Montlake,Non-English Language Learners,All Grades,SBAC,ELA,82.9%
Montlake,Low-Income,All Grades,SBAC,ELA,54.6%
Montlake,Low-Income,All Grades,SBAC,Math,36.4%
Montlake,Non-Low Income,All Grades,SBAC,ELA,84.9%
Montlake,Non-Low Income,All Grades,SBAC,Math,84.9%
Montlake,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,N<10
Montlake,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,N<10
Montlake,White,All Grades,SBAC,ELA,78.9%
Montlake,White,All Grades,SBAC,Math,75.0%
North Beach,All Students,All Grades,SBAC,ELA,74.0%
North Beach,All Students,All Grades,SBAC,Math,68.6%
North Beach,English Language Learners,All Grades,SBAC,ELA,N<10
North Beach,English Language Learners,All Grades,SBAC,Math,N<10
North Beach,Non-English Language Learners,All Grades,SBAC,ELA,76.4%
North Beach,Non-English Language Learners,All Grades,SBAC,Math,70.8%
North Beach,Low-Income,All Grades,SBAC,ELA,33.3%
North Beach,Low-Income,All Grades,SBAC,Math,33.3%
North Beach,Non-Low Income,All Grades,SBAC,ELA,78.8%
North Beach,Non-Low Income,All Grades,SBAC,Math,72.9%
North Beach,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,<30%
North Beach,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,<30%
North Beach,White,All Grades,SBAC,Math,71.1%
North Beach,White,All Grades,SBAC,ELA,77.3%
Olympic Hills,All Students,All Grades,SBAC,Math,52.2%
Olympic Hills,All Students,All Grades,SBAC,ELA,57.0%
Olympic Hills,English Language Learners,All Grades,SBAC,ELA,34.4%
Olympic Hills,English Language Learners,All Grades,SBAC,Math,30.3%
Olympic Hills,Non-English Language Learners,All Grades,SBAC,ELA,67.1%
Olympic Hills,Non-English Language Learners,All Grades,SBAC,Math,62.2%
Olympic Hills,Low-Income,All Grades,SBAC,ELA,46.4%
Olympic Hills,Low-Income,All Grades,SBAC,Math,38.9%
Olympic Hills,Non-Low Income,All Grades,SBAC,Math,67.7%
Olympic Hills,Non-Low Income,All Grades,SBAC,ELA,69.5%
Olympic Hills,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,47.9%
Olympic Hills,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,40.0%
Olympic Hills,White,All Grades,SBAC,ELA,69.2%
Olympic Hills,White,All Grades,SBAC,Math,65.4%
Olympic View,All Students,All Grades,SBAC,Math,51.6%
Olympic View,All Students,All Grades,SBAC,ELA,58.8%
Olympic View,English Language Learners,All Grades,SBAC,ELA,24.4%
Olympic View,English Language Learners,All Grades,SBAC,Math,26.2%
Olympic View,Non-English Language Learners,All Grades,SBAC,ELA,68.5%
Olympic View,Non-English Language Learners,All Grades,SBAC,Math,58.9%
Olympic View,Low-Income,All Grades,SBAC,Math,28.9%
Olympic View,Low-Income,All Grades,SBAC,ELA,35.4%
Olympic View,Non-Low Income,All Grades,SBAC,ELA,77.1%
Olympic View,Non-Low Income,All Grades,SBAC,Math,69.5%
Olympic View,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,44.4%
Olympic View,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,32.4%
Olympic View,White,All Grades,SBAC,ELA,74.0%
Olympic View,White,All Grades,SBAC,Math,65.6%
Queen Anne,All Students,All Grades,SBAC,ELA,77.7%
Queen Anne,All Students,All Grades,SBAC,Math,69.2%
Queen Anne,English Language Learners,All Grades,SBAC,ELA,N<10
Queen Anne,English Language Learners,All Grades,SBAC,Math,N<10
Queen Anne,Non-English Language Learners,All Grades,SBAC,ELA,80.9%
Queen Anne,Non-English Language Learners,All Grades,SBAC,Math,71.9%
Queen Anne,Low-Income,All Grades,SBAC,ELA,35.7%
Queen Anne,Low-Income,All Grades,SBAC,Math,21.4%
Queen Anne,Non-Low Income,All Grades,SBAC,ELA,85.0%
Queen Anne,Non-Low Income,All Grades,SBAC,Math,77.5%
Queen Anne,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,50.0%
Queen Anne,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,60.0%
Queen Anne,White,All Grades,SBAC,ELA,85.3%
Queen Anne,White,All Grades,SBAC,Math,75.4%
Rainier View,All Students,All Grades,SBAC,ELA,38.9%
Rainier View,All Students,All Grades,SBAC,Math,27.8%
Rainier View,English Language Learners,All Grades,SBAC,Math,26.7%
Rainier View,English Language Learners,All Grades,SBAC,ELA,40.0%
Rainier View,Non-English Language Learners,All Grades,SBAC,ELA,38.3%
Rainier View,Non-English Language Learners,All Grades,SBAC,Math,28.3%
Rainier View,Low-Income,All Grades,SBAC,Math,24.1%
Rainier View,Low-Income,All Grades,SBAC,ELA,27.6%
Rainier View,Non-Low Income,All Grades,SBAC,Math,34.4%
Rainier View,Non-Low Income,All Grades,SBAC,ELA,59.4%
Rainier View,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,16.7%
Rainier View,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,27.8%
Rainier View,White,All Grades,SBAC,ELA,N<10
Rainier View,White,All Grades,SBAC,Math,N<10
Rising Star,All Students,All Grades,SBAC,ELA,56.6%
Rising Star,All Students,All Grades,SBAC,Math,39.6%
Rising Star,English Language Learners,All Grades,SBAC,ELA,40.3%
Rising Star,English Language Learners,All Grades,SBAC,Math,29.0%
Rising Star,Non-English Language Learners,All Grades,SBAC,ELA,69.4%
Rising Star,Non-English Language Learners,All Grades,SBAC,Math,48.2%
Rising Star,Low-Income,All Grades,SBAC,ELA,46.5%
Rising Star,Low-Income,All Grades,SBAC,Math,28.5%
Rising Star,Non-Low Income,All Grades,SBAC,ELA,86.8%
Rising Star,Non-Low Income,All Grades,SBAC,Math,73.7%
Rising Star,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,42.9%
Rising Star,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,42.9%
Rising Star,White,All Grades,SBAC,ELA,71.4%
Rising Star,White,All Grades,SBAC,Math,64.3%
Roxhill,All Students,All Grades,SBAC,Math,20.6%
Roxhill,All Students,All Grades,SBAC,ELA,26.8%
Roxhill,English Language Learners,All Grades,SBAC,ELA,<11%
Roxhill,English Language Learners,All Grades,SBAC,Math,<11%
Roxhill,Non-English Language Learners,All Grades,SBAC,ELA,35.7%
Roxhill,Non-English Language Learners,All Grades,SBAC,Math,25.7%
Roxhill,Low-Income,All Grades,SBAC,ELA,15.2%
Roxhill,Low-Income,All Grades,SBAC,Math,12.1%
Roxhill,Non-Low Income,All Grades,SBAC,ELA,51.6%
Roxhill,Non-Low Income,All Grades,SBAC,Math,38.7%
Roxhill,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,19.2%
Roxhill,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,11.5%
Roxhill,White,All Grades,SBAC,Math,42.3%
Roxhill,White,All Grades,SBAC,ELA,50.0%
Sacajawea,All Students,All Grades,SBAC,ELA,48.8%
Sacajawea,All Students,All Grades,SBAC,Math,47.6%
Sacajawea,English Language Learners,All Grades,SBAC,ELA,<27%
Sacajawea,English Language Learners,All Grades,SBAC,Math,<27%
Sacajawea,Non-English Language Learners,All Grades,SBAC,Math,53.4%
Sacajawea,Non-English Language Learners,All Grades,SBAC,ELA,53.4%
Sacajawea,Low-Income,All Grades,SBAC,ELA,33.3%
Sacajawea,Low-Income,All Grades,SBAC,Math,25.9%
Sacajawea,Non-Low Income,All Grades,SBAC,ELA,56.1%
Sacajawea,Non-Low Income,All Grades,SBAC,Math,57.9%
Sacajawea,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,28.6%
Sacajawea,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,35.7%
Sacajawea,White,All Grades,SBAC,ELA,57.1%
Sacajawea,White,All Grades,SBAC,Math,57.1%
Sand Point,All Students,All Grades,SBAC,ELA,50.0%
Sand Point,All Students,All Grades,SBAC,Math,50.0%
Sand Point,English Language Learners,All Grades,SBAC,ELA,27.3%
Sand Point,English Language Learners,All Grades,SBAC,Math,36.4%
Sand Point,Non-English Language Learners,All Grades,SBAC,ELA,54.5%
Sand Point,Non-English Language Learners,All Grades,SBAC,Math,52.7%
Sand Point,Low-Income,All Grades,SBAC,ELA,32.3%
Sand Point,Low-Income,All Grades,SBAC,Math,25.8%
Sand Point,Non-Low Income,All Grades,SBAC,ELA,65.7%
Sand Point,Non-Low Income,All Grades,SBAC,Math,71.4%
Sand Point,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,N<10
Sand Point,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,N<10
Sand Point,White,All Grades,SBAC,ELA,69.0%
Sand Point,White,All Grades,SBAC,Math,72.4%
Sanislo,All Students,All Grades,SBAC,ELA,39.8%
Sanislo,All Students,All Grades,SBAC,Math,26.5%
Sanislo,English Language Learners,All Grades,SBAC,Math,12.5%
Sanislo,English Language Learners,All Grades,SBAC,ELA,18.8%
Sanislo,Non-English Language Learners,All Grades,SBAC,Math,35.3%
Sanislo,Non-English Language Learners,All Grades,SBAC,ELA,52.9%
Sanislo,Low-Income,All Grades,SBAC,Math,19.7%
Sanislo,Low-Income,All Grades,SBAC,ELA,27.9%
Sanislo,Non-Low Income,All Grades,SBAC,Math,45.5%
Sanislo,Non-Low Income,All Grades,SBAC,ELA,72.7%
Sanislo,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,35.3%
Sanislo,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,17.7%
Sanislo,White,All Grades,SBAC,ELA,56.3%
Sanislo,White,All Grades,SBAC,Math,37.5%
Stephen Decatur,All Students,All Grades,SBAC,ELA,>98%
Stephen Decatur,All Students,All Grades,SBAC,Math,>98%
Stephen Decatur,Non-English Language Learners,All Grades,SBAC,ELA,>98%
Stephen Decatur,Non-English Language Learners,All Grades,SBAC,Math,>98%
Stephen Decatur,Low-Income,All Grades,SBAC,ELA,N<10
Stephen Decatur,Low-Income,All Grades,SBAC,Math,N<10
Stephen Decatur,Non-Low Income,All Grades,SBAC,ELA,>98%
Stephen Decatur,Non-Low Income,All Grades,SBAC,Math,>98%
Stephen Decatur,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,>73%
Stephen Decatur,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,>73%
Stephen Decatur,White,All Grades,SBAC,Math,>93%
Stephen Decatur,White,All Grades,SBAC,ELA,>93%
Stevens,All Students,All Grades,SBAC,ELA,77.0%
Stevens,All Students,All Grades,SBAC,Math,74.3%
Stevens,English Language Learners,All Grades,SBAC,ELA,N<10
Stevens,English Language Learners,All Grades,SBAC,Math,N<10
Stevens,Non-English Language Learners,All Grades,SBAC,ELA,80.9%
Stevens,Non-English Language Learners,All Grades,SBAC,Math,77.9%
Stevens,Low-Income,All Grades,SBAC,ELA,54.2%
Stevens,Low-Income,All Grades,SBAC,Math,66.7%
Stevens,Non-Low Income,All Grades,SBAC,ELA,88.0%
Stevens,Non-Low Income,All Grades,SBAC,Math,78.0%
Stevens,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,40.0%
Stevens,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,40.0%
Stevens,White,All Grades,SBAC,Math,83.7%
Stevens,White,All Grades,SBAC,ELA,86.1%
Thornton Creek,All Students,All Grades,SBAC,ELA,71.9%
Thornton Creek,All Students,All Grades,SBAC,Math,71.4%
Thornton Creek,English Language Learners,All Grades,SBAC,Math,31.3%
Thornton Creek,English Language Learners,All Grades,SBAC,ELA,37.5%
Thornton Creek,Non-English Language Learners,All Grades,SBAC,ELA,74.9%
Thornton Creek,Non-English Language Learners,All Grades,SBAC,Math,74.9%
Thornton Creek,Low-Income,All Grades,SBAC,Math,22.2%
Thornton Creek,Low-Income,All Grades,SBAC,ELA,29.6%
Thornton Creek,Non-Low Income,All Grades,SBAC,Math,79.0%
Thornton Creek,Non-Low Income,All Grades,SBAC,ELA,78.4%
Thornton Creek,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,58.3%
Thornton Creek,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,41.7%
Thornton Creek,White,All Grades,SBAC,ELA,78.3%
Thornton Creek,White,All Grades,SBAC,Math,78.3%
Thurgood Marshall,All Students,All Grades,SBAC,ELA,67.5%
Thurgood Marshall,All Students,All Grades,SBAC,Math,71.5%
Thurgood Marshall,English Language Learners,All Grades,SBAC,Math,24.2%
Thurgood Marshall,English Language Learners,All Grades,SBAC,ELA,18.2%
Thurgood Marshall,Non-English Language Learners,All Grades,SBAC,ELA,75.0%
Thurgood Marshall,Non-English Language Learners,All Grades,SBAC,Math,78.7%
Thurgood Marshall,Low-Income,All Grades,SBAC,ELA,38.3%
Thurgood Marshall,Low-Income,All Grades,SBAC,Math,45.7%
Thurgood Marshall,Non-Low Income,All Grades,SBAC,ELA,85.2%
Thurgood Marshall,Non-Low Income,All Grades,SBAC,Math,87.1%
Thurgood Marshall,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,40.0%
Thurgood Marshall,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,45.7%
Thurgood Marshall,White,All Grades,SBAC,ELA,74.7%
Thurgood Marshall,White,All Grades,SBAC,Math,82.3%
View Ridge,All Students,All Grades,SBAC,ELA,82.1%
View Ridge,All Students,All Grades,SBAC,Math,83.0%
View Ridge,English Language Learners,All Grades,SBAC,ELA,N<10
View Ridge,English Language Learners,All Grades,SBAC,Math,N<10
View Ridge,Non-English Language Learners,All Grades,SBAC,ELA,82.7%
View Ridge,Non-English Language Learners,All Grades,SBAC,Math,84.2%
View Ridge,Low-Income,All Grades,SBAC,ELA,43.8%
View Ridge,Low-Income,All Grades,SBAC,Math,41.2%
View Ridge,Non-Low Income,All Grades,SBAC,ELA,87.3%
View Ridge,Non-Low Income,All Grades,SBAC,Math,89.0%
View Ridge,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,N<10
View Ridge,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,70.0%
View Ridge,White,All Grades,SBAC,ELA,86.4%
View Ridge,White,All Grades,SBAC,Math,85.2%
Viewlands,All Students,All Grades,SBAC,Math,64.2%
Viewlands,All Students,All Grades,SBAC,ELA,62.8%
Viewlands,English Language Learners,All Grades,SBAC,ELA,31.6%
Viewlands,English Language Learners,All Grades,SBAC,Math,31.6%
Viewlands,Non-English Language Learners,All Grades,SBAC,ELA,68.6%
Viewlands,Non-English Language Learners,All Grades,SBAC,Math,70.2%
Viewlands,Low-Income,All Grades,SBAC,ELA,39.1%
Viewlands,Low-Income,All Grades,SBAC,Math,42.6%
Viewlands,Non-Low Income,All Grades,SBAC,ELA,77.3%
Viewlands,Non-Low Income,All Grades,SBAC,Math,77.6%
Viewlands,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,31.8%
Viewlands,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,30.0%
Viewlands,White,All Grades,SBAC,Math,80.0%
Viewlands,White,All Grades,SBAC,ELA,76.9%
Wedgwood,All Students,All Grades,SBAC,Math,78.8%
Wedgwood,All Students,All Grades,SBAC,ELA,86.6%
Wedgwood,English Language Learners,All Grades,SBAC,ELA,50.0%
Wedgwood,English Language Learners,All Grades,SBAC,Math,60.0%
Wedgwood,Non-English Language Learners,All Grades,SBAC,ELA,88.8%
Wedgwood,Non-English Language Learners,All Grades,SBAC,Math,79.9%
Wedgwood,Low-Income,All Grades,SBAC,ELA,50.0%
Wedgwood,Low-Income,All Grades,SBAC,Math,50.0%
Wedgwood,Non-Low Income,All Grades,SBAC,ELA,90.2%
Wedgwood,Non-Low Income,All Grades,SBAC,Math,81.6%
Wedgwood,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,76.9%
Wedgwood,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,61.5%
Wedgwood,White,All Grades,SBAC,Math,77.6%
Wedgwood,White,All Grades,SBAC,ELA,87.9%
West Seattle,All Students,All Grades,SBAC,ELA,50.3%
West Seattle,All Students,All Grades,SBAC,Math,57.1%
West Seattle,English Language Learners,All Grades,SBAC,ELA,48.0%
West Seattle,English Language Learners,All Grades,SBAC,Math,63.5%
West Seattle,Non-English Language Learners,All Grades,SBAC,ELA,51.6%
West Seattle,Non-English Language Learners,All Grades,SBAC,Math,53.7%
West Seattle,Low-Income,All Grades,SBAC,ELA,48.4%
West Seattle,Low-Income,All Grades,SBAC,Math,56.9%
West Seattle,Non-Low Income,All Grades,SBAC,ELA,64.7%
West Seattle,Non-Low Income,All Grades,SBAC,Math,58.8%
West Seattle,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,54.6%
West Seattle,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,54.6%
West Seattle,White,All Grades,SBAC,ELA,>70%
West Seattle,White,All Grades,SBAC,Math,66.7%
West Woodland,All Students,All Grades,SBAC,Math,77.4%
West Woodland,All Students,All Grades,SBAC,ELA,87.2%
West Woodland,English Language Learners,All Grades,SBAC,Math,N<10
West Woodland,English Language Learners,All Grades,SBAC,ELA,N<10
West Woodland,Non-English Language Learners,All Grades,SBAC,ELA,87.0%
West Woodland,Non-English Language Learners,All Grades,SBAC,Math,77.2%
West Woodland,Low-Income,All Grades,SBAC,ELA,50.0%
West Woodland,Low-Income,All Grades,SBAC,Math,50.0%
West Woodland,Non-Low Income,All Grades,SBAC,ELA,90.1%
West Woodland,Non-Low Income,All Grades,SBAC,Math,79.6%
West Woodland,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,>73%
West Woodland,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,72.7%
West Woodland,White,All Grades,SBAC,ELA,91.0%
West Woodland,White,All Grades,SBAC,Math,80.7%
Whittier,All Students,All Grades,SBAC,Math,82.4%
Whittier,All Students,All Grades,SBAC,ELA,79.3%
Whittier,English Language Learners,All Grades,SBAC,ELA,N<10
Whittier,English Language Learners,All Grades,SBAC,Math,N<10
Whittier,Non-English Language Learners,All Grades,SBAC,ELA,80.1%
Whittier,Non-English Language Learners,All Grades,SBAC,Math,83.7%
Whittier,Low-Income,All Grades,SBAC,ELA,46.7%
Whittier,Low-Income,All Grades,SBAC,Math,46.7%
Whittier,Non-Low Income,All Grades,SBAC,ELA,82.5%
Whittier,Non-Low Income,All Grades,SBAC,Math,85.8%
Whittier,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,70.0%
Whittier,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,70.0%
Whittier,White,All Grades,SBAC,Math,82.2%
Whittier,White,All Grades,SBAC,ELA,84.6%
Wing Luke,All Students,All Grades,SBAC,ELA,40.9%
Wing Luke,All Students,All Grades,SBAC,Math,35.6%
Wing Luke,English Language Learners,All Grades,SBAC,ELA,18.6%
Wing Luke,English Language Learners,All Grades,SBAC,Math,20.9%
Wing Luke,Non-English Language Learners,All Grades,SBAC,ELA,51.7%
Wing Luke,Non-English Language Learners,All Grades,SBAC,Math,42.7%
Wing Luke,Low-Income,All Grades,SBAC,ELA,36.5%
Wing Luke,Low-Income,All Grades,SBAC,Math,27.1%
